Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2024-01-09,Leascend Photovoltaic specializes in development and application of high-efficiency heterojunction (HJT) Solar cell technology.,Leascend Photovoltaic,https://www.crunchbase.com/organization/leascend-photovoltaic,"Energy, Solar","Meishan, Sichuan, China, Asia",Venture Round - Leascend Photovoltaic,https://www.crunchbase.com/funding_round/leascend-photovoltaic-series-unknown--fd14e1cf,2,"Everstate Capital, Tianjin Sanwu",,"Everstate Capital, Tianjin Sanwu",Venture - Series Unknown,1,420000000,CNY,59049306,,,,420000000,CNY,59049306,Yes,,https://www.leascend.com/,,,,"38,310",
2024-01-11,"Biodep produces probiotics and derivatives, which are used in meals, healthy foods, cosmetics, agriculture and other industries.",Biodep,https://www.crunchbase.com/organization/biodep,"Biotechnology, Health Care, Medical","Jiangyin, Jiangsu, China, Asia",Venture Round - Biodep,https://www.crunchbase.com/funding_round/biodep-series-unknown--146e1f9e,3,"CMB International Capital Corporation, Fu Yuan Investment, GF Xinde Investment Management",,,Venture - Series Unknown,2,14060000,USD,14060000,,,,27908114,USD,27908114,Yes,,https://www.mbioda.com,,,2,"38,531",
2024-04-12,"ICAN Technology analyzes satellite images of the past ten years of the plot, the weather conditions, and topographic changes.",ICAN Technology,https://www.crunchbase.com/organization/ican-technology,"Agriculture, AgTech, Information Technology","Beijing, Beijing, China, Asia",Series B - ICAN Technology,https://www.crunchbase.com/funding_round/ican-technology-series-b--392ad513,1,Capitallink,Early Stage Venture,Capitallink,Series B,4,4210000,USD,4210000,,,,7674086,USD,7674086,Yes,,http://www.icanag.com,$1M to $10M,Early Stage Venture,,"38,597",
2024-01-29,Mogic AI is an advertising technology platform that provides tools to create and launch by pulling product images into ads using AI.,Mogic AI,https://www.crunchbase.com/organization/mogic-ai,"Advertising Platforms, Artificial Intelligence (AI), Social Media Advertising","Hangzhou, Zhejiang, China, Asia",Series A - Mogic AI,https://www.crunchbase.com/funding_round/mogic-ai-series-a--eb81cc39,4,"Binfu Capital, Cathay Capital, Meitu, Wanwan Venture Capital",Early Stage Venture,"Cathay Capital, Meitu",Series A,3,15000000,USD,15000000,,,,15000000,USD,15000000,Yes,,https://www.mogic.ai,,Early Stage Venture,3,"38,720",
2024-03-27,Good Grid specializes on the R&D and technical services for smart automobiles.,Good Grid,https://www.crunchbase.com/organization/good-grid,"Automotive, Manufacturing","Suzhou, Jiangsu, China, Asia",Series A - Good Grid,https://www.crunchbase.com/funding_round/good-grid-series-a--78a9bf8e,2,"Changshu Economic Development Holdings, Jiangsu Changshu Auto Decoration Group",Early Stage Venture,"Changshu Economic Development Holdings, Jiangsu Changshu Auto Decoration Group",Series A,1,,,,,,,,,,Yes,,http://www.goodgrid.cn,$1M to $10M,Early Stage Venture,,"38,955",
2024-01-24,Dyu Intelligent Mobility Technology Company is a major player in the e-bike business.,Dyu Intelligent Mobility Technology,https://www.crunchbase.com/organization/dyu-intelligent-mobility-technology,"Electric Vehicle, Manufacturing","Shenzhen, Guangdong, China, Asia",Series A - Dyu Intelligent Mobility Technology,https://www.crunchbase.com/funding_round/dyu-intelligent-mobility-technology-series-a--8bd0c33a,1,Henan CICC Huirong Fund Management,Early Stage Venture,Henan CICC Huirong Fund Management,Series A,1,100000000,CNY,14104571,,,,100000000,CNY,14104571,Yes,,http://www.dyu.vip,,Early Stage Venture,,"39,094",
2024-05-09,Guoke Tanmei is a visionary enterprise focused on developing materials for carbon-based energy storage.,Guoke Tanmei,https://www.crunchbase.com/organization/guoke-tanmei-d5cd,"Advanced Materials, Battery, Energy, Manufacturing","Huzhou, Zhejiang, China, Asia",Seed Round - Guoke Tanmei,https://www.crunchbase.com/funding_round/guoke-tanmei-d5cd-seed--4982898d,10,"Changxing Financial Holdings, Chengdu Hurong Venture Capital, CHILWEE, Cuiying Venture Capital, Dongfang Jiafu, Guohua Capital, Hongyu Capital, Leaguer Venture Capital, Lexun Capital, Shenneng Chengyi",Seed,Leaguer Venture Capital,Seed,3,100000000,CNY,13850416,,,,100000000,CNY,13850416,Yes,,https://carmery.cn,,Seed,,"39,115",
2024-04-02,MyTwins.ai is a digital life technology developer dedicated to employing general artificial intelligence (AGI) technology.,MyTwins.ai,https://www.crunchbase.com/organization/mytwins-ai,Artificial Intelligence (AI),"Hangzhou, Zhejiang, China, Asia",Seed Round - MyTwins.ai,https://www.crunchbase.com/funding_round/mytwins-ai-seed--5bdbea9b,3,"Jiangmen Venture Capital, West Lake Science and Technology Direct Investment Fund, Yxassets.com",Seed,"Jiangmen Venture Capital, West Lake Science and Technology Direct Investment Fund, Yxassets.com",Seed,1,,,,,,,,,,Yes,,https://www.maituai.com,,Seed,,"39,211",
2024-01-30,"Hurray is a communication and information technology business that integrates technologies like the Internet of Things, big data, and AI.",Hurray,https://www.crunchbase.com/organization/hurray-f202,"Artificial Intelligence (AI), Internet, Internet of Things","Guangzhou, Guangdong, China, Asia",Seed Round - Hurray,https://www.crunchbase.com/funding_round/hurray-f202-seed--7244aea6,1,Raystone Capital,Seed,Raystone Capital,Seed,1,20000000,CNY,2815276,,,,20000000,CNY,2815276,Yes,,,,Seed,1,"39,228",
2024-01-15,TechnoDerma Medicines is engaged in the research and development of skin drugs for external use.,TechnoDerma Medicines,https://www.crunchbase.com/organization/technoderma-medicines,Biotechnology,"Xuzhou, Jiangsu, China, Asia",Series A - TechnoDerma Medicines,https://www.crunchbase.com/funding_round/technoderma-medicines-series-a--1392df95,3,"Kaitai Capital, Viva BioInnovator, Wanwan Venture Capital",Early Stage Venture,Wanwan Venture Capital,Series A,4,,,,,,,10000000,CNY,1502890,Yes,,http://www.tkskin.com,Less than $1M,Early Stage Venture,,"39,274",
2024-05-28,"Sengine is an AIGC company that provides automatic design systems for human living spaces, home improvement, and industrial supply chains.",Sengine,https://www.crunchbase.com/organization/sengine,"Artificial Intelligence (AI), Generative AI, Interior Design","Shenzhen, Guangdong, China, Asia",Seed Round - Sengine,https://www.crunchbase.com/funding_round/sengine-seed--cbde2e4d,5,"CWB Capital, Detao Capital, Hong Kong X-Tech, Wanhua Ecological Group, XBOTPARK Jijin",Seed,"CWB Capital, Hong Kong X-Tech, XBOTPARK Jijin",Seed,1,,,,,,,,,,Yes,,https://www.s-engine.com.cn,,Seed,2,"39,278",
2024-04-24,Haimikang Intelligence is a developer of brain-computer interfaces and exoskeleton medical products.,Haimikang Intelligence,https://www.crunchbase.com/organization/haimikang-intelligence,"Health Care, Medical, Medical Device, Neuroscience, Rehabilitation","Putuo, Shanghai, China, Asia",Seed Round - Haimikang Intelligence,https://www.crunchbase.com/funding_round/haimikang-intelligence-seed--52130a02,1,New Access Capital,Seed,New Access Capital,Seed,1,10000000,CNY,1380262,,,,10000000,CNY,1380262,Yes,,https://www.aicareu.com,,Seed,,"39,359",
2024-02-22,Vinehoo.com is an e-commerce and discovery platform that sells wine.,Vinehoo.com,https://www.crunchbase.com/organization/vinehoo-com,"E-Commerce, Retail, Wine And Spirits","Yubei, Chongqing, China, Asia",Series B - Vinehoo.com,https://www.crunchbase.com/funding_round/vinehoo-com-series-b--fa3079cc,1,Yonghua Capital,Early Stage Venture,Yonghua Capital,Series B,4,,,,,,,28000000,CNY,4136864,Yes,,http://www.vinehoo.com/,Less than $1M,Early Stage Venture,,"39,383",
2024-04-10,Chenxi Health is a health technology company that focuses on medical insurance.,Medi cover,https://www.crunchbase.com/organization/medi-cover,"Hospital, Medical, Wellness","Beijing, Beijing, China, Asia",Series A - Medi cover,https://www.crunchbase.com/funding_round/medi-cover-series-a--6d975a0b,3,"Shanghai International Asset Management, Sichuan Innovation Development Investment Management, Sinopharm-CICC",Early Stage Venture,Shanghai International Asset Management,Series A,1,100000000,CNY,13826478,,,,100000000,CNY,13826478,Yes,,https://medicover.com.cn ,,Early Stage Venture,2,"39,856",
2024-03-11,Kabest Coffee is a beverage manufacturing company that engages in the production of coffee products.,Kabest Coffee,https://www.crunchbase.com/organization/chongqing-bantang-offensive-catering-management,"Catering, Coffee, Sales","Chongqing Shi, Chongqing, China, Asia",Series A - Kabest Coffee,https://www.crunchbase.com/funding_round/chongqing-bantang-offensive-catering-management-series-a--28df331c,1,SIG China (SIG Asia Investments),Early Stage Venture,SIG China (SIG Asia Investments),Series A,1,50000000,CNY,6959330,,,,50000000,CNY,6959330,Yes,,,,Early Stage Venture,,"39,915",
2024-02-01,PVmed focuses the AI-enhanced auxiliary diagnosis and treatment.,PVmed,https://www.crunchbase.com/organization/pvmed-2dcf,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical","Guangzhou, Guangdong, China, Asia",Series B - PVmed,https://www.crunchbase.com/funding_round/pvmed-2dcf-series-b--dbcc50ce,2,"Gaolue Capital, Zhuji Xienuo Xingshi Venture Capital Partnership",Early Stage Venture,Zhuji Xienuo Xingshi Venture Capital Partnership,Series B,4,90000000,CNY,12674271,,,,26674271,USD,26674271,Yes,,https://www.pvmedtech.com,,Early Stage Venture,,"39,978",
2024-05-09,Novauto develops a computing platform for smart driving.,Novauto,https://www.crunchbase.com/organization/novauto,"Automotive, Autonomous Vehicles, Information Technology","Haidian, Beijing, China, Asia",Series B - Novauto,https://www.crunchbase.com/funding_round/novauto-series-b--a6b91ac2,7,"Broad Vision Funds, Iflytek, Longding Investment, Shaanxi Automobile Intelligent Vehicle Fund, Tianzhi Investment, Yuhua Capital, Zhongan Capital",Early Stage Venture,,Series B,4,100000000,CNY,13850416,,,,232840000,CNY,32465373,Yes,,https://www.novauto.com.cn/,,Early Stage Venture,,"40,136",
2024-02-20,Xinge Video offers services connected to the smart view big data solution.,Xinge Video,https://www.crunchbase.com/organization/xinge-video,"Information Services, Information Technology, Video","Nanjing, Jiangsu, China, Asia",Venture Round - Xinge Video,https://www.crunchbase.com/funding_round/xinge-video-series-unknown--09c5fd99,1,Cowin Capital,,Cowin Capital,Venture - Series Unknown,1,100000000,CNY,13906659,,,,100000000,CNY,13906659,Yes,,http://www.visionvideo.com.cn,,,,"40,318",
2024-05-09,HYPS energy is a developer of smart operation and maintenance services for photovoltaic power stations and flexible bracket systems.,HYPS energy,https://www.crunchbase.com/organization/hyps-energy,"Energy, Manufacturing","Jiaxing, Zhejiang, China, Asia",Series A - HYPS energy,https://www.crunchbase.com/funding_round/hyps-energy-series-a--de5463f0,4,"Fortune Venture Capital, NuoTie Zichan, Zero2IPO, ZSVC",Early Stage Venture,Fortune Venture Capital,Series A,1,100000000,CNY,13850416,,,,100000000,CNY,13850416,Yes,,,,Early Stage Venture,,"40,413",
2024-02-26,DH-Robotics provides a variety of intelligent grasping and precision motion products and solutions for customers in various industries.,DH-Robotics,https://www.crunchbase.com/organization/dh-robotics,"Machinery Manufacturing, Robotics","Shenzhen, Guangdong, China, Asia",Series C - DH-Robotics,https://www.crunchbase.com/funding_round/dh-robotics-series-c--962264e6,3,"Qiande Holdings, Qiming Venture Partners, Shenzhen Zhicheng Group",Late Stage Venture,,Series C,4,152680000,CNY,21213658,,,,255680000,CNY,35388566,Yes,,http://www.dh-robotics.com/,,,1,"40,696",
2024-05-31,Weituo Technology collects public live streaming eCommerce data to provide marketing services.,Weituo Technology,https://www.crunchbase.com/organization/weituo-technology,"E-Commerce, E-Commerce Platforms, Video Streaming","Beijing, Beijing, China, Asia",Series C - Weituo Technology,https://www.crunchbase.com/funding_round/weituo-technology-series-c--a019d6c2,1,National Manufacturing Transformation and Upgrading Fund,Late Stage Venture,National Manufacturing Transformation and Upgrading Fund,Series C,1,,,,,,,,,,Yes,,https://www.witsoft.cn,,Late Stage Venture,,"40,983",
2024-03-29,Vestwoods manufactures residential energy storage and telecom backup battery products.,Vestwoods,https://www.crunchbase.com/organization/vestwoods,"Battery, Commercial, Electronics, Industrial, Manufacturing, Residential","Hangzhou, Zhejiang, China, Asia",Corporate Round - Vestwoods,https://www.crunchbase.com/funding_round/vestwoods-corporate-round--b0ec8686,1,Nahui Energy,,Nahui Energy,Corporate Round,1,14920000,USD,14920000,591584065,USD,591584065,14920000,USD,14920000,Yes,,https://www.vestwoods.com,Less than $1M,,,"41,064",
2024-03-25,Passive Edge Tech is a cutting-edge green technology company that specializes in developing thermal management and thermal energy storage.,Passive Edge Tech,https://www.crunchbase.com/organization/passive-edge-tech,"Advanced Materials, Energy Storage, GreenTech","Suzhou, Jiangsu, China, Asia",Seed Round - Passive Edge Tech,https://www.crunchbase.com/funding_round/passive-edge-tech-seed--7a464422,1,Ningbo Industrial Internet Research Institute,Seed,Ningbo Industrial Internet Research Institute,Seed,1,,,,,,,,,,Yes,,https://eu.passive-edge.cn,,Seed,,"41,094",
2024-01-09,Bestar Coffee is a coffee brand that is produced from the coffee beans.,Bestar Coffee,https://www.crunchbase.com/organization/bestar-coffee,"Coffee, Food and Beverage, Food Processing","Suzhou, Jiangsu, China, Asia",Series A - Bestar Coffee,https://www.crunchbase.com/funding_round/bestar-coffee-series-a--0f4ed02c,2,"Shunwei Capital, Zhengxuan Investment",Early Stage Venture,Zhengxuan Investment,Series A,3,1410000,USD,1410000,,,,1410000,USD,1410000,Yes,,https://bestarcoffee.com,,Early Stage Venture,2,"41,197",
2024-01-05,Kai Medtech is a marketing and sales company for vascular intervention medical devices.,Kai Medtech,https://www.crunchbase.com/organization/kai-medtech,"Health Care, Medical Device","Minhang, Shanghai, China, Asia",Series C - Kai Medtech,https://www.crunchbase.com/funding_round/kai-medtech-series-c--19f3aa95,2,"Guoxin Investment, Wuxi Capital",Late Stage Venture,Guoxin Investment,Series C,3,,,,,,,200000000,CNY,31419370,Yes,,https://www.kaimtgroup.com/,,Late Stage Venture,2,"41,428",
2024-01-15,Yixiaoshi Kuaixiu is a one-hour phone service chain and intelligent terminal platform.,Yixiaoshi Kuaixiu,https://www.crunchbase.com/organization/yixiaoshi-kuaixiu,"Consumer, Mobile, Retail, Service Industry, Software","Guangzhou, Guangdong, China, Asia",Series B - Yixiaoshi Kuaixiu,https://www.crunchbase.com/funding_round/yixiaoshi-kuaixiu-series-b--be7869e1,5,"Gazelle Capital, Juneng Investment Group, Ruihe Investment, Shanghai Zhongkai Group, Xinxin Yuanruihe",Early Stage Venture,,Series B,4,100000000,CNY,14070041,,,,18838347,USD,18838347,Yes,,https://join.01hour.com/,,Early Stage Venture,1,"41,706",
2024-01-04,Deptrum is a full-stack 3D vision solution provider specializing in depth cameras and AI algorithms,Deptrum,https://www.crunchbase.com/organization/deptrum,"Artificial Intelligence (AI), Hardware","Shenzhen, Guangdong, China, Asia",Series B - Deptrum,https://www.crunchbase.com/funding_round/deptrum-series-b--910ceff5,3,"Chongqing Kexing, CICC Capital, Yicun Songling Bayes",Early Stage Venture,,Series B,4,200000000,CNY,28085943,,,,68085943,USD,68085943,Yes,,http://www.deptrum.com/,$1M to $10M,Early Stage Venture,1,"41,975",
2024-03-19,Xingmu creates cutting-edge gene editing technologies and gene therapy solutions for ocular illnesses.,Xingmu,https://www.crunchbase.com/organization/xingmu,"Health Care, Health Diagnostics, Medical","Hefei, Anhui, China, Asia",Seed Round - Xingmu,https://www.crunchbase.com/funding_round/xingmu-seed--f5a5c109,2,"Cowin Venture, Hefei Innovation Investment",Seed,Cowin Venture,Seed,2,,,,,,,,,,Yes,,https://www.starrygene.com,,Seed,,"42,045",
2024-04-01,"SynMetaBio is a company that develops synthetic biological materials, combining synthetic biology and material design.",SynMetaBio,https://www.crunchbase.com/organization/synmetabio,"Biotechnology, Fashion, Life Science","Shanghai, Shanghai, China, Asia",Seed Round - SynMetaBio,https://www.crunchbase.com/funding_round/synmetabio-seed--d1d4fdba,4,"Danen Capital, Linear Capital, MiraclePlus, Star Capital",Seed,Star Capital,Seed,1,1400000,USD,1400000,,,,1400000,USD,1400000,Yes,,http://www.synmetabio.com,,Seed,1,"42,064",
2024-05-09,Yidao Biotechnology research and develops vaccines and biomedical products.,Yidao Biotechnology,https://www.crunchbase.com/organization/yidao-biotechnology,"Biotechnology, Health Care, Life Science, Pharmaceutical, Product Research","Suzhou, Jiangsu, China, Asia",Series D - Yidao Biotechnology,https://www.crunchbase.com/funding_round/yidao-biotechnology-series-d--1a4aa03d,1,Qiming Venture Partners,Late Stage Venture,,Series D,3,181770000,CNY,25175900,,,,581770000,CNY,86963413,Yes,,https://www.immune-path.com,,Late Stage Venture,1,"42,068",
2024-04-15,Voyager Technology is a provider and manufacturer of advanced driving assistant systems and autonomous driving systems solutions.,Voyager Technology,https://www.crunchbase.com/organization/voyager-technology,"Autonomous Vehicles, Electronics, Manufacturing, Travel","Shanghai, Shanghai, China, Asia",Series B - Voyager Technology,https://www.crunchbase.com/funding_round/voyager-technology-series-b--e1192eb0,5,"Bank of Communications Capital, Beijing Zhongyi Xincheng Capital Management, Huitongda, KYMCO Capital, Royal Sea Capital",Early Stage Venture,"Bank of Communications Capital, Royal Sea Capital",Series B,2,100000000,CNY,13815971,,,,200000000,CNY,28207152,Yes,,http://www.voyager-tech.com,$1M to $10M,Early Stage Venture,,"42,069",
2024-02-26,VisionICs is a cultivating enterprise with chip-level photoelectric conversion device design for single-photon detection imaging technology.,VisionICs,https://www.crunchbase.com/organization/visionics-3cc0,"3D Technology, Image Recognition, Information Technology","Nanjing, Jiangsu, China, Asia",Series C - VisionICs,https://www.crunchbase.com/funding_round/visionics-3cc0-series-c--54f79535,2,"37 Interactive Entertainment, CXVC",Late Stage Venture,CXVC,Series C,2,100000000,CNY,13894196,,,,100000000,CNY,13894196,Yes,,https://www.evisionics.com/,,Late Stage Venture,2,"42,322",
2024-03-20,Jiaotai Intelligence is an industrial intelligence service solution provider focused on unlocking the value of industrial data.,Jiaotai Intelligent,https://www.crunchbase.com/organization/jiaotai-intelligent,Artificial Intelligence (AI),"Hefei, Anhui, China, Asia",Seed Round - Jiaotai Intelligent,https://www.crunchbase.com/funding_round/jiaotai-intelligent-seed--def06acf,1,Hefei High-tech VC,Seed,Hefei High-tech VC,Seed,1,,,,,,,,,,Yes,,,,Seed,,"42,366",
2024-03-08,Juexin Microelectronics provides components for the semiconductor industry.,Juexin Microelectronics,https://www.crunchbase.com/organization/juexin-microelectronics,"Manufacturing, Semiconductor","Wuxi Shi, Jiangsu, China, Asia",Corporate Round - Juexin Microelectronics,https://www.crunchbase.com/funding_round/juexin-microelectronics-corporate-round--44743d90,1,CASIC,,CASIC,Corporate Round,1,500000000,CNY,69577802,,,,500000000,CNY,69577802,Yes,,,,,,"42,415",
2024-03-14,Direct Drive Technology provides direct drive solutions to replace the reduction gears in any machine.,Direct Drive Technology,https://www.crunchbase.com/organization/direct-drive-technology,"Electronics, Industrial Automation, Manufacturing, Robotics","Dongguang, Guangdong, China, Asia",Series B - Direct Drive Technology,https://www.crunchbase.com/funding_round/direct-drive-technology-series-b--0a1f4239,3,"Lenovo Capital and Incubator Group (LCIG), Shunxi Fund, Yizhuang Venture Capital",Early Stage Venture,"Shunxi Fund, Yizhuang Venture Capital",Series B,5,100000000,CNY,13901632,,,,100000000,CNY,13901632,Yes,,https://www.directdrive.com,,Early Stage Venture,2,"42,512",
2024-01-30,Shouqi Limousine & Chauffeur is a Chinese limo booking app and offshoot of the state-owned Shouqi Group.,Shouqi Limousine & Chauffeur,https://www.crunchbase.com/organization/shouqi-limousine-chauffeur,"Mobile, Mobile Apps, Transportation","Beijing, Beijing, China, Asia",Venture Round - Shouqi Limousine & Chauffeur,https://www.crunchbase.com/funding_round/shouqi-limousine-chauffeur-series-unknown--dbe6757c,2,"Beijing Tourism Group, Jasper Capital",,,Venture - Series Unknown,4,,,,,,,139520215,USD,139520215,Yes,,https://www.01zhuanche.com/,,,,"42,626",
2024-04-19,Jiangsu Guomi provides electronic verification services.,Jiangsu Guomi,https://www.crunchbase.com/organization/jiangsu-guomi,"Information Services, Information Technology, Service Industry","Nanjing, Jiangsu, China, Asia",Corporate Round - Jiangsu Guomi,https://www.crunchbase.com/funding_round/jiangsu-guomi-corporate-round--d512f283,1,Share-Sun.com,,Share-Sun.com,Corporate Round,1,5250000,CNY,725158,12853448,CNY,1775387,5250000,CNY,725158,Yes,,,,,,"42,650",
2024-01-05,DiluSense specializes in 3D machine vision and artificial intelligence.,DiluSense,https://www.crunchbase.com/organization/dilusense,"Artificial Intelligence (AI), Computer Vision, Information Technology","Beijing, Beijing, China, Asia",Series B - DiluSense,https://www.crunchbase.com/funding_round/dilusense-series-b--f4afbd6e,6,"CDF-Capital, Guoke New Energy Venture Capital, Hefei Innovation Investment, Hua Anziyuan, Red Brick Oriental, Zhongan Capital",Early Stage Venture,,Series B,1,150000000,CNY,21124380,,,,150000000,CNY,21124380,Yes,,http://www.dilusense.com,,Early Stage Venture,,"42,684",
2024-03-25,Polarisic develops depth perception and low-light imaging chip products.,Polarisic,https://www.crunchbase.com/organization/polarisic,"Electronics, Manufacturing","Wuhan, Hubei, China, Asia",Venture Round - Polarisic,https://www.crunchbase.com/funding_round/polarisic-series-unknown--72f3ed17,3,"Guangda Huitong, Optics Valley Financial Holdings, Yichen Capital",,,Venture - Series Unknown,3,,,,,,,150000000,CNY,22203224,Yes,,https://www.polarisic.com/en/,,,,"42,858",
2024-05-29,Duojing Technology is an industry-education integration technology company.,Duojing Technology,https://www.crunchbase.com/organization/duojing-technology,Artificial Intelligence (AI),"Zhengzhou, Henan, China, Asia",Seed Round - Duojing Technology,https://www.crunchbase.com/funding_round/duojing-technology-seed--b7ec7e10,2,"Duojing Capital, EdBeta Fund",Seed,,Seed,1,5000000,CNY,702968,,,,5000000,CNY,702968,Yes,,https://henanduojing.com,,Seed,,"42,910",
2024-05-22,Rare Book Biotech is a company that develops extremely specific antibody formulations.,SciBen,https://www.crunchbase.com/organization/sciben,"Health Care, Medical, Wellness","Hefei, Anhui, China, Asia",Seed Round - SciBen,https://www.crunchbase.com/funding_round/sciben-seed--3a6513a3,1,October Capital,Seed,October Capital,Seed,1,,,,,,,,,,Yes,,https://www.scibenbio.com,,Seed,,"42,927",
2024-03-29,KansenBio is a professional biotech chemical research and manufacturing company.,KansenBio,https://www.crunchbase.com/organization/kansenbio,"Biopharma, Biotechnology, Manufacturing","Haidian, Beijing, China, Asia",Angel Round - KansenBio,https://www.crunchbase.com/funding_round/kansenbio-angel--f6304095,4,"CAS Star, Chang Financial Holdings, China Merchants Venture, TusStar",Seed,China Merchants Venture,Angel,1,,,,,,,,,,Yes,,https://www.kansen-bio.com,,Seed,,"43,201",
2024-03-05,Vivolight is a medical research and development firm that specializes in intravascular interventional imaging.,Vivolight,https://www.crunchbase.com/organization/vivolight,"Biotechnology, Health Care, Health Diagnostics, Medical","Nanshanqu, Guangdong, China, Asia",Venture Round - Vivolight,https://www.crunchbase.com/funding_round/vivolight-series-unknown--199b51d9,5,"Capitech, Guangzhou Industrial Investment Group, Sinowisdom, Yunhao Capital, Zhuiguang Hard Technology Venture Investment",,,Venture - Series Unknown,6,100000000,CNY,13894678,,,,353000000,CNY,52213524,Yes,,http://www.vivolight.cn/,$10M to $50M,,,"43,246",
2024-04-09,Yuanli Semiconductor develops and supplies an innovative AI computing power infrastructure.,Yuanli Semiconductor,https://www.crunchbase.com/organization/yuanli-semiconductor,"Artificial Intelligence (AI), Semiconductor","Changyang, Beijing, China, Asia",Seed Round - Yuanli Semiconductor,https://www.crunchbase.com/funding_round/yuanli-semiconductor-seed--b7d00b74,6,"CAS Star, Huafon Group, Innoangel Fund, Yiwei Venture Capital, Zero2IPO, Zhongguancun Ecological Rainforest Fund",Seed,Zero2IPO,Seed,2,,,,,,,,,,Yes,,,,Seed,4,"43,299",
2024-02-29,Rosiwit is a robotics company that focuses on intelligent service robots to develop artificial intelligence.,Rosiwit,https://www.crunchbase.com/organization/rosiwit,"Artificial Intelligence (AI), Intelligent Systems, Robotics","Nanjing, Jiangsu, China, Asia",Seed Round - Rosiwit,https://www.crunchbase.com/funding_round/rosiwit-seed--2d62b56d,1,Ivy Capital,Seed,Ivy Capital,Seed,2,,,,,,,,,,Yes,,https://www.rosiwit.com,,Seed,1,"43,320",
2024-02-21,EurekaBio is a biotechnology company that offers solutions for cancer immunotherapy.,EurekaBio,https://www.crunchbase.com/organization/eurekabio,"Biotechnology, Health Care, Medical","Shenzhen, Guangdong, China, Asia",Series B - EurekaBio,https://www.crunchbase.com/funding_round/eurekabio-series-b--b63f18ae,7,"ABC Capital, CWB Capital, Eight Roads Ventures, Fortune Venture Capital, Guangdong Technology Financial Group, Guangzhou Yuexiu Industrial Investment Fund, Tasly Capital",Early Stage Venture,Guangzhou Yuexiu Industrial Investment Fund,Series B,2,300000000,CNY,41731002,,,,400000000,CNY,56679802,Yes,,https://www.eurekabio.com/,$1M to $10M,Early Stage Venture,6,"43,472",
2024-05-31,Jiling Technology is committed to the technological advancement and industrial use of innovative energy-efficient power systems.,Jiling Technology,https://www.crunchbase.com/organization/jiling-technology,"Advanced Materials, Energy Efficiency","Nanchangshi, Jiangxi, China, Asia",Seed Round - Jiling Technology,https://www.crunchbase.com/funding_round/jiling-technology-seed--2b18b27c,3,"CAS Star, Jiangxi Qingchuang Investment Fund, Qingdao Haimu Zhijia",Seed,CAS Star,Seed,1,,,,,,,,,,Yes,,https://jiling-tech.com,,Seed,,"43,481",
2024-04-29,Jingyin Electronics is a manufacturer of key components for new displays and flexible semiconductors.,Jingyin Electronic Technology,https://www.crunchbase.com/organization/jingyin-electronic-technology,"Advanced Materials, Manufacturing, Semiconductor","Lishui, Zhejiang, China, Asia",Seed Round - Jingyin Electronic Technology,https://www.crunchbase.com/funding_round/jingyin-electronic-technology-seed--169aa65d,1,Risheng Semiconductor,Seed,Risheng Semiconductor,Seed,1,30000000,CNY,4144391,,,,30000000,CNY,4144391,Yes,,https://www.jingyindianzi.com,,Seed,,"43,763",
2024-05-21,Zhongke Huineng New Energy develops processes for producing liquid fuels from biomass.,Zhongke Huineng New Energy,https://www.crunchbase.com/organization/zhongke-huineng-new-energy,"Biofuel, Biomass Energy, Energy","Guangzhou, Guangdong, China, Asia",Series A - Zhongke Huineng New Energy,https://www.crunchbase.com/funding_round/zhongke-huineng-new-energy-series-a--acb989a6,1,Zifang Capital,Early Stage Venture,Zifang Capital,Series A,1,30000000,CNY,4229045,,,,30000000,CNY,4229045,Yes,,,,Early Stage Venture,,"43,879",
2024-03-12,Keze Yongxin is a premium supplier of small nucleic acid raw material products.,Keze Yongxin,https://www.crunchbase.com/organization/keze-yongxin,"Biotechnology, Medical, Product Research","Minhang, Shanghai, China, Asia",Seed Round - Keze Yongxin,https://www.crunchbase.com/funding_round/keze-yongxin-seed--3101388d,2,"Guohai Innovative CCI Capital, Jiale Capital",Seed,"Guohai Innovative CCI Capital, Jiale Capital",Seed,1,,,,,,,,,,Yes,,http://www.cincobio.com,,Seed,1,"43,892",
2024-02-06,"Smart sensor is dedicated to the development, manufacturing, and marketing of MEMS sensors.",Smart sensor,https://www.crunchbase.com/organization/smart-sensor,"Manufacturing, Sales","Haidian, Beijing, China, Asia",Series B - Smart sensor,https://www.crunchbase.com/funding_round/smart-sensor-series-b--3a1b6ed9,3,"Beijing Beetech, GF Xinde Investment Management, Haohai Capital",Early Stage Venture,,Series B,2,100000000,CNY,14068259,,,,170000000,CNY,25148241,Yes,,http://www.isensing.cn,,Early Stage Venture,,"43,983",
